direction,status,open_time,close_time,open_price,close_price,revenue,enter_reason,exit_reason
buy,closed,2023-09-13 09:39:00-04:00,2023-09-13 09:46:00-04:00,175.6699981689453,175.17999267578125,0.4900054931640625,-0.2664425121477968,stop_loss
buy,closed,2023-09-13 09:40:00-04:00,2023-09-13 09:50:00-04:00,175.460205078125,175.0,0.460205078125,-0.3118155651725434,stop_loss
buy,closed,2023-09-13 09:46:00-04:00,2023-09-13 09:51:00-04:00,175.17999267578125,174.76499938964844,0.4149932861328125,-0.26275490393565537,stop_loss
buy,closed,2023-09-13 09:48:00-04:00,2023-09-13 09:50:00-04:00,175.40499877929688,175.0,0.404998779296875,-0.12246385398750806,stop_loss
buy,closed,2023-09-13 09:49:00-04:00,2023-09-13 09:50:00-04:00,175.32000732421875,175.0,0.32000732421875,-0.15096014447790357,stop_loss
sell,closed,2023-09-13 09:56:00-04:00,2023-09-13 10:14:00-04:00,175.7449951171875,174.68020629882812,-1.064788818359375,0.32735066172220245,take_profit
sell,closed,2023-09-13 09:57:00-04:00,2023-09-13 10:14:00-04:00,175.7303009033203,174.68020629882812,-1.0500946044921875,0.3144034966848432,take_profit
sell,closed,2023-09-13 09:58:00-04:00,2023-09-13 10:14:00-04:00,175.72999572753906,174.68020629882812,-1.0497894287109375,0.29562222306058844,take_profit
sell,closed,2023-09-13 09:59:00-04:00,2023-09-13 10:14:00-04:00,175.80819702148438,174.68020629882812,-1.12799072265625,0.3123047877418347,take_profit
sell,closed,2023-09-13 10:00:00-04:00,2023-09-13 10:15:00-04:00,175.61990356445312,174.4250030517578,-1.1949005126953125,0.16943839723133855,take_profit
sell,closed,2023-09-13 10:01:00-04:00,2023-09-13 10:14:00-04:00,175.8300018310547,174.68020629882812,-1.1497955322265625,0.2283895227330697,take_profit
buy,closed,2023-09-13 10:04:00-04:00,2023-09-13 10:07:00-04:00,175.2584991455078,174.88999938964844,0.368499755859375,-0.19140116410073302,stop_loss
buy,closed,2023-09-13 10:05:00-04:00,2023-09-13 10:07:00-04:00,175.1999969482422,174.88999938964844,0.30999755859375,-0.22983124749834608,stop_loss
buy,closed,2023-09-13 10:06:00-04:00,2023-09-13 10:14:00-04:00,175.03640747070312,174.68020629882812,0.356201171875,-0.2827521861854516,stop_loss
buy,closed,2023-09-13 10:07:00-04:00,2023-09-13 10:15:00-04:00,174.88999938964844,174.4250030517578,0.464996337890625,-0.3184409811408841,stop_loss
buy,closed,2023-09-13 10:08:00-04:00,2023-09-13 10:14:00-04:00,175.02000427246094,174.68020629882812,0.3397979736328125,-0.20395781878762817,stop_loss
buy,closed,2023-09-13 10:09:00-04:00,2023-09-13 10:15:00-04:00,174.8800048828125,174.4250030517578,0.4550018310546875,-0.23098210484989298,stop_loss
sell,closed,2023-09-13 10:23:00-04:00,2023-09-13 10:26:00-04:00,174.63999938964844,175.1593017578125,0.5193023681640625,0.1382959662819096,stop_loss
sell,closed,2023-09-13 10:24:00-04:00,2023-09-13 10:26:00-04:00,174.8000030517578,175.1593017578125,0.3592987060546875,0.22315735430265796,stop_loss
sell,closed,2023-09-13 10:25:00-04:00,2023-09-13 10:30:00-04:00,174.931396484375,175.3699951171875,0.4385986328125,0.2693802260661187,stop_loss
sell,closed,2023-09-13 10:26:00-04:00,2023-09-13 11:16:00-04:00,175.1593017578125,174.82000732421875,-0.33929443359375,0.35173689235622363,max_pos_time
sell,closed,2023-09-13 10:27:00-04:00,2023-09-13 11:17:00-04:00,175.17999267578125,174.81500244140625,-0.364990234375,0.3052625193624823,max_pos_time
sell,closed,2023-09-13 10:28:00-04:00,2023-09-13 11:18:00-04:00,175.2100067138672,174.9600067138672,-0.25,0.2609643461830035,max_pos_time
sell,closed,2023-09-13 10:29:00-04:00,2023-09-13 11:19:00-04:00,175.18960571289062,174.97000122070312,-0.2196044921875,0.20058136487924888,max_pos_time
sell,closed,2023-09-13 10:30:00-04:00,2023-09-13 11:20:00-04:00,175.3699951171875,175.04879760742188,-0.321197509765625,0.2498638699237619,max_pos_time
sell,closed,2023-09-13 10:31:00-04:00,2023-09-13 11:21:00-04:00,175.33009338378906,175.07000732421875,-0.2600860595703125,0.17314655125179304,max_pos_time
sell,closed,2023-09-13 10:32:00-04:00,2023-09-13 11:22:00-04:00,175.4084930419922,175.13999938964844,-0.26849365234375,0.1636599006302153,max_pos_time
buy,closed,2023-09-13 10:35:00-04:00,2023-09-13 11:25:00-04:00,175.02169799804688,175.1199951171875,-0.098297119140625,-0.10970650640033904,max_pos_time
buy,closed,2023-09-13 10:45:00-04:00,2023-09-13 11:35:00-04:00,174.95339965820312,175.24630737304688,-0.29290771484375,-0.1451811148843362,max_pos_time
buy,closed,2023-09-13 10:46:00-04:00,2023-09-13 11:36:00-04:00,174.83009338378906,175.1699981689453,-0.33990478515625,-0.1937802513239105,max_pos_time
buy,closed,2023-09-13 10:49:00-04:00,2023-09-13 11:39:00-04:00,174.92999267578125,175.0500030517578,-0.1200103759765625,-0.10750182360996222,max_pos_time
buy,closed,2023-09-13 10:50:00-04:00,2023-09-13 11:40:00-04:00,174.8699951171875,175.00830078125,-0.1383056640625,-0.11341992224900034,max_pos_time
buy,closed,2023-09-13 10:53:00-04:00,2023-09-13 11:43:00-04:00,174.78500366210938,175.08779907226562,-0.30279541015625,-0.10376564355333154,max_pos_time
buy,closed,2023-09-13 10:54:00-04:00,2023-09-13 11:44:00-04:00,174.7550048828125,175.1750030517578,-0.4199981689453125,-0.1017845396881637,max_pos_time
sell,closed,2023-09-13 11:03:00-04:00,2023-09-13 11:30:00-04:00,175.11000061035156,175.44500732421875,0.3350067138671875,0.13885485654871926,stop_loss
sell,closed,2023-09-13 11:04:00-04:00,2023-09-13 11:47:00-04:00,175.16969299316406,175.57000732421875,0.4003143310546875,0.14924084346549582,stop_loss
sell,closed,2023-09-13 11:05:00-04:00,2023-09-13 11:30:00-04:00,175.14500427246094,175.44500732421875,0.3000030517578125,0.11537822675172825,stop_loss
buy,closed,2023-09-13 11:13:00-04:00,2023-09-13 12:03:00-04:00,174.82989501953125,175.8800048828125,-1.05010986328125,-0.10459953735986324,take_profit
sell,closed,2023-09-13 11:22:00-04:00,2023-09-13 11:30:00-04:00,175.13999938964844,175.44500732421875,0.3050079345703125,0.1183576366712763,stop_loss
sell,closed,2023-09-13 11:23:00-04:00,2023-09-13 11:30:00-04:00,175.13999938964844,175.44500732421875,0.3050079345703125,0.10061275958724912,stop_loss
sell,closed,2023-09-13 11:30:00-04:00,2023-09-13 12:01:00-04:00,175.44500732421875,175.76019287109375,0.315185546875,0.1537580149933413,stop_loss
buy,closed,2023-09-13 11:37:00-04:00,2023-09-13 12:07:00-04:00,175.07000732421875,176.08889770507812,-1.018890380859375,-0.10173292686599354,take_profit
buy,closed,2023-09-13 11:38:00-04:00,2023-09-13 12:07:00-04:00,175.04949951171875,176.08889770507812,-1.039398193359375,-0.1002955398462402,take_profit
sell,closed,2023-09-13 11:45:00-04:00,2023-09-13 11:48:00-04:00,175.29629516601562,175.702392578125,0.406097412109375,0.1208582589639019,stop_loss
sell,closed,2023-09-13 11:46:00-04:00,2023-09-13 12:01:00-04:00,175.4600067138672,175.76019287109375,0.3001861572265625,0.19776580520734022,stop_loss
sell,closed,2023-09-13 11:47:00-04:00,2023-09-13 12:03:00-04:00,175.57000732421875,175.8800048828125,0.30999755859375,0.23196337598454286,stop_loss
sell,closed,2023-09-13 11:48:00-04:00,2023-09-13 12:06:00-04:00,175.702392578125,176.03720092773438,0.334808349609375,0.2701673874424826,stop_loss
sell,closed,2023-09-13 11:49:00-04:00,2023-09-13 12:05:00-04:00,175.6748046875,175.98989868164062,0.315093994140625,0.21868920669339278,stop_loss
sell,closed,2023-09-13 11:58:00-04:00,2023-09-13 12:05:00-04:00,175.66000366210938,175.98989868164062,0.32989501953125,0.11138730991327973,stop_loss
sell,closed,2023-09-13 11:59:00-04:00,2023-09-13 12:06:00-04:00,175.7324981689453,176.03720092773438,0.3047027587890625,0.14941011024760714,stop_loss
sell,closed,2023-09-13 12:00:00-04:00,2023-09-13 12:06:00-04:00,175.702392578125,176.03720092773438,0.334808349609375,0.11796616031190124,stop_loss
sell,closed,2023-09-13 12:01:00-04:00,2023-09-13 12:07:00-04:00,175.76019287109375,176.08889770507812,0.328704833984375,0.12109846003646513,stop_loss
sell,closed,2023-09-13 12:02:00-04:00,2023-09-13 12:09:00-04:00,175.82000732421875,176.19000244140625,0.3699951171875,0.12608239199645863,stop_loss
sell,closed,2023-09-13 12:03:00-04:00,2023-09-13 12:09:00-04:00,175.8800048828125,176.19000244140625,0.30999755859375,0.13493598732809242,stop_loss
sell,closed,2023-09-13 12:04:00-04:00,2023-09-13 12:54:00-04:00,175.9250030517578,175.45359802246094,-0.471405029296875,0.13547020593473022,max_pos_time
sell,closed,2023-09-13 12:05:00-04:00,2023-09-13 12:55:00-04:00,175.98989868164062,175.658203125,-0.331695556640625,0.14049412109021345,max_pos_time
sell,closed,2023-09-13 12:06:00-04:00,2023-09-13 12:56:00-04:00,176.03720092773438,175.64999389648438,-0.38720703125,0.1322436350183298,max_pos_time
sell,closed,2023-09-13 12:07:00-04:00,2023-09-13 12:57:00-04:00,176.08889770507812,175.64349365234375,-0.445404052734375,0.13038111465484065,max_pos_time
sell,closed,2023-09-13 12:08:00-04:00,2023-09-13 12:58:00-04:00,176.11000061035156,175.63999938964844,-0.470001220703125,0.1167626764012703,max_pos_time
sell,closed,2023-09-13 12:09:00-04:00,2023-09-13 12:59:00-04:00,176.19000244140625,175.56500244140625,-0.625,0.13619883121469958,max_pos_time
buy,closed,2023-09-13 12:12:00-04:00,2023-09-13 12:40:00-04:00,175.82000732421875,175.43899536132812,0.381011962890625,-0.10318314845860962,stop_loss
buy,closed,2023-09-13 12:13:00-04:00,2023-09-13 12:40:00-04:00,175.80999755859375,175.43899536132812,0.371002197265625,-0.10489698319994673,stop_loss
buy,closed,2023-09-13 12:14:00-04:00,2023-09-13 12:44:00-04:00,175.72500610351562,175.39999389648438,0.32501220703125,-0.14184136909606257,stop_loss
buy,closed,2023-09-13 12:15:00-04:00,2023-09-13 12:40:00-04:00,175.74000549316406,175.43899536132812,0.3010101318359375,-0.11913415157273637,stop_loss
buy,closed,2023-09-13 12:31:00-04:00,2023-09-13 13:21:00-04:00,175.55999755859375,175.5155029296875,0.04449462890625,-0.12216251842537655,max_pos_time
buy,closed,2023-09-13 12:45:00-04:00,2023-09-13 13:35:00-04:00,175.27999877929688,175.3300018310547,-0.0500030517578125,-0.10908376929637811,max_pos_time
sell,closed,2023-09-13 12:55:00-04:00,2023-09-13 13:45:00-04:00,175.658203125,175.4600067138672,-0.1981964111328125,0.10584129788049138,max_pos_time
buy,closed,2023-09-13 13:04:00-04:00,2023-09-13 13:54:00-04:00,175.39999389648438,175.27459716796875,0.125396728515625,-0.1074597364032492,max_pos_time
buy,closed,2023-09-13 14:15:00-04:00,2023-09-13 14:54:00-04:00,174.83999633789062,174.47500610351562,0.364990234375,-0.12769846552654587,stop_loss
buy,closed,2023-09-13 14:16:00-04:00,2023-09-13 14:54:00-04:00,174.84500122070312,174.47500610351562,0.3699951171875,-0.11086044624946671,stop_loss
buy,closed,2023-09-13 14:17:00-04:00,2023-09-13 14:54:00-04:00,174.8000030517578,174.47500610351562,0.3249969482421875,-0.11878736877891037,stop_loss
buy,closed,2023-09-13 14:18:00-04:00,2023-09-13 14:55:00-04:00,174.77499389648438,174.46499633789062,0.30999755859375,-0.11509905942858707,stop_loss
buy,closed,2023-09-13 14:31:00-04:00,2023-09-13 15:21:00-04:00,174.61300659179688,174.77529907226562,-0.16229248046875,-0.10789121993756509,max_pos_time
sell,closed,2023-09-13 14:40:00-04:00,2023-09-13 15:30:00-04:00,175.0399932861328,175.14999389648438,0.1100006103515625,0.11143894103561341,max_pos_time
buy,closed,2023-09-13 14:49:00-04:00,2023-09-13 14:54:00-04:00,174.8300018310547,174.47500610351562,0.3549957275390625,-0.1115195925865507,stop_loss
buy,closed,2023-09-13 14:50:00-04:00,2023-09-13 15:40:00-04:00,174.75100708007812,174.89500427246094,-0.1439971923828125,-0.14016497576953532,max_pos_time
buy,closed,2023-09-13 14:51:00-04:00,2023-09-13 15:41:00-04:00,174.6750030517578,174.83999633789062,-0.1649932861328125,-0.16437142272774802,max_pos_time
buy,closed,2023-09-13 14:52:00-04:00,2023-09-13 15:42:00-04:00,174.67999267578125,174.89739990234375,-0.2174072265625,-0.13868875400372954,max_pos_time
buy,closed,2023-09-13 14:53:00-04:00,2023-09-13 15:43:00-04:00,174.625,174.86500549316406,-0.2400054931640625,-0.1484351186715325,max_pos_time
buy,closed,2023-09-13 14:54:00-04:00,2023-09-13 15:44:00-04:00,174.47500610351562,174.88499450683594,-0.4099884033203125,-0.20624234439420153,max_pos_time
buy,closed,2023-09-13 14:55:00-04:00,2023-09-13 15:45:00-04:00,174.46499633789062,174.8699951171875,-0.404998779296875,-0.1791438669931749,max_pos_time
sell,closed,2023-09-13 15:30:00-04:00,2023-09-13 15:59:00-04:00,175.14999389648438,174.16000366210938,-0.989990234375,0.12431987694054909,end_of_file
buy,closed,2023-09-13 15:54:00-04:00,2023-09-13 15:59:00-04:00,174.39999389648438,174.16000366210938,0.239990234375,-0.21214923066731958,end_of_file
buy,closed,2023-09-13 15:55:00-04:00,2023-09-13 15:59:00-04:00,174.14999389648438,174.16000366210938,-0.010009765625,-0.31412626636504654,end_of_file
buy,closed,2023-09-13 15:56:00-04:00,2023-09-13 15:59:00-04:00,174.3699951171875,174.16000366210938,0.209991455078125,-0.15790455308396273,end_of_file
buy,closed,2023-09-13 15:57:00-04:00,2023-09-13 15:59:00-04:00,174.4250030517578,174.16000366210938,0.2649993896484375,-0.10280103950051224,end_of_file
buy,closed,2023-09-13 15:58:00-04:00,2023-09-13 15:59:00-04:00,174.1649932861328,174.16000366210938,0.0049896240234375,-0.21313801887276682,end_of_file
